ID,Approved,symbol,Approved,name,Status,Previous,symbols,Alias,symbols,Chromosome,Accession,numbers,RefSeq,IDs,,,,,,,,,,
CCT4P2,chaperonin,containing,TCP1,subunit,4,pseudogene,2,Approved,Xq11.2,,,,,,,,,,,,,,,
CD24P4,CD24,molecule,pseudogene,4,Approved,CD24L4,Yq11.222,NG_006012,,,,,,,,,,,,,,,,
CD40LG,CD40,ligand,Approved,"HIGM1,","IMD3,",TNFSF5,"CD40L,","TRAP,","gp39,","hCD40L,","CD154,","CD40-L,","HIGM1,",T-BAM,Xq26.3,X67878,NM_000074,,,,,,,
CD84P1,CD84,pseudogene,1,Approved,Xq28,,,,,,,,,,,,,,,,,,,
CD99,CD99,molecule,(Xg,blood,group),Approved,"MIC2,","MIC2X,",MIC2Y,Xp22.32,and,Yp11.3,M16279,NM_001122898,,,,,,,,,,
CD99L2,CD99,molecule,like,2,Approved,MIC2L1,CD99B,Xq28,BC030536,NM_031462,,,,,,,,,,,,,,
CD99P1,CD99,molecule,pseudogene,1,Approved,"MIC2R,","NCRNA00103,","CXYorf12,",CD99L1,Xp22.33,and,Yp11.31,NR_033380,,,,,,,,,,,
CDC27P2,cell,division,cycle,27,pseudogene,2,Approved,Yp11.2,,,,,,,,,,,,,,,,
CDK16,cyclin,dependent,kinase,16,Approved,PCTK1,"PCTAIRE,","PCTAIRE1,","PCTGAIRE,",FLJ16665,Xp11.3,NM_006201,,,,,,,,,,,,
CDKL5,cyclin,dependent,kinase,like,5,Approved,STK9,"EIEE2,",CFAP247,Xp22.13,Y15057,NM_003159,,,,,,,,,,,,
CDR1,cerebellar,degeneration,related,1,Approved,CDR,"CDR62A,",CDR34,Xq27.1,NM_004065,,,,,,,,,,,,,,
CDR1-AS,symbol,"withdrawn,",see,[HGNC:27865](/data/gene-symbol-report/#!/hgnc_id/HGNC:27865),Symbol,Withdrawn,"CDR1NAT,","ciRS-7,",CDR1as,Xq27.1,,,,,,,,,,,,,,
CDRT15P10,CDRT15,pseudogene,10,Approved,C2orf27AP1,Yq11.21,NG_021911,,,,,,,,,,,,,,,,,
CDX4,caudal,type,homeobox,4,Approved,Xq13.2,AF029879,NM_005193,,,,,,,,,,,,,,,,
CDY1,chromodomain,Y-linked,1,Approved,CDY1A,Yq11.23,AF000981,NM_170723,,,,,,,,,,,,,,,,
CDY1B,chromodomain,Y-linked,1B,Approved,Yq11.23,NM_001003894,,,,,,,,,,,,,,,,,,
CDY2A,chromodomain,Y-linked,2A,Approved,CDY2,Yq11.222,AF080598,NM_004825,,,,,,,,,,,,,,,,
CDY2B,chromodomain,Y-linked,2B,Approved,CDY,Yq11.222,BC069087,NM_001001722,,,,,,,,,,,,,,,,
CDY3P,chromodomain,Y-linked,3,pseudogene,Approved,Yp11.2,NG_003131,,,,,,,,,,,,,,,,,
CDY4P,chromodomain,Y-linked,4,pseudogene,Approved,Yq11.221,NG_003138,,,,,,,,,,,,,,,,,
CDY5P,chromodomain,Y-linked,5,pseudogene,Approved,Yq11.222,NG_003132,,,,,,,,,,,,,,,,,
CDY6P,chromodomain,Y-linked,6,pseudogene,Approved,Yq11.222,NG_003139,,,,,,,,,,,,,,,,,
CDY7P,chromodomain,Y-linked,7,pseudogene,Approved,Yq11.222,NG_003140,,,,,,,,,,,,,,,,,
CDY8P,chromodomain,Y-linked,8,pseudogene,Approved,Yq11.222,NG_003141,,,,,,,,,,,,,,,,,
CDY9P,chromodomain,Y-linked,9,pseudogene,Approved,Yq11.222,NG_003133,,,,,,,,,,,,,,,,,
CDY10P,chromodomain,Y-linked,10,pseudogene,Approved,Yq11.223,NG_003130,,,,,,,,,,,,,,,,,
CDY11P,chromodomain,protein,Y-linked,11,pseudogene,Approved,Yq11.223,NG_003154,,,,,,,,,,,,,,,,
CDY12P,chromodomain,Y-linked,12,pseudogene,Approved,Yq11.223,NG_003142,,,,,,,,,,,,,,,,,
CDY13P,chromodomain,Y-linked,13,pseudogene,Approved,Yq11.223,NG_003143,,,,,,,,,,,,,,,,,
CDY14P,chromodomain,protein,Y-linked,14,pseudogene,Approved,Yq11.223,NG_003144,,,,,,,,,,,,,,,,
CDY15P,chromodomain,Y-linked,15,pseudogene,Approved,Yq11.23,NG_003145,,,,,,,,,,,,,,,,,
CDY16P,chromodomain,Y-linked,16,pseudogene,Approved,Yq11.23,NG_003146,,,,,,,,,,,,,,,,,
CDY17P,chromodomain,Y-linked,17,pseudogene,Approved,Yq11.23,NG_003147,,,,,,,,,,,,,,,,,
CDY18P,chromodomain,Y-linked,18,pseudogene,Approved,Yq11.23,NG_003148,,,,,,,,,,,,,,,,,
CDY19P,chromodomain,Y-linked,19,pseudogene,Approved,Yq11.23,NG_003149,,,,,,,,,,,,,,,,,
CDY20P,chromodomain,Y-linked,20,pseudogene,Approved,Yq11.23,NG_003150,,,,,,,,,,,,,,,,,
CDY21P,chromodomain,Y-linked,21,pseudogene,Approved,Yq11.23,NG_003151,,,,,,,,,,,,,,,,,
CDY22P,chromodomain,Y-linked,22,pseudogene,Approved,Yq11.23,NG_003152,,,,,,,,,,,,,,,,,
CDY23P,chromodomain,Y-linked,23,pseudogene,Approved,Yq11.23,NG_003153,,,,,,,,,,,,,,,,,
CDY24P,symbol,"withdrawn,",see,[HGNC:38078](/data/gene-symbol-report/#!/hgnc_id/HGNC:38078),Symbol,Withdrawn,Yq11.222,,,,,,,,,,,,,,,,,
CENPI,centromere,protein,I,Approved,FSHPRH1,"LRPR1,","CENP-I,",Mis6,Xq22.1,X97249,NM_006733,,,,,,,,,,,,,
CENPVL1,centromere,protein,V,like,1,Approved,CENPVP1,PRR6L1,Xp11.22,AY730278,NM_001355277,,,,,,,,,,,,,
CENPVL2,centromere,protein,V,like,2,Approved,CENPVP2,Xp11.22,NM_001355278,,,,,,,,,,,,,,,
CENPVL3,centromere,protein,V,like,3,Approved,CENPVP3,Xp11.22,NM_001355276,,,,,,,,,,,,,,,
CETN2,centrin,2,Approved,CALT,CEN2,Xq28,X72964,NM_004344,,,,,,,,,,,,,,,,
CFAP47,cilia,and,flagella,associated,protein,47,Approved,"CXorf59,","CXorf22,","CXorf30,",CHDC2,"FLJ36601,","RP13-11B7.1,",MGC34831,Xp21.1,AK093920,NM_001304548,,,,,,,
CFNS,symbol,"withdrawn,",see,[HGNC:3226](/data/gene-symbol-report/#!/hgnc_id/HGNC:3226),Symbol,Withdrawn,Xp22,,,,,,,,,,,,,,,,,
CFP,complement,factor,properdin,Approved,PFC,Xp11.23,M83652,NM_002621,,,,,,,,,,,,,,,,
CGF1,cognitive,function,"1,",social,Entry,Withdrawn,Xp11.22-qter,,,,,,,,,,,,,,,,,
CHCHD2P1,coiled-coil-helix-coiled-coil-helix,domain,containing,2,pseudogene,1,Approved,Xq25,,,,,,,,,,,,,,,,
CHEK2P1,CHEK2,pseudogene,1,Approved,CHEK2L1,Yq11.21,NG_029074,,,,,,,,,,,,,,,,,
CHIC1,cysteine,rich,hydrophobic,domain,1,Approved,BRX,Xq13.2,Y11897,,,,,,,,,,,,,,,
CHM,CHM,Rab,escort,protein,Approved,"TCD,",DXS540,REP-1,Xq21.2,X78121,NM_000390,,,,,,,,,,,,,
CHMP1B2P,charged,multivesicular,body,protein,"1B2,",pseudogene,Approved,Xq21.1,,,,,,,,,,,,,,,,
CHMP5P1,CHMP5,pseudogene,1,Approved,Xp11.3,NG_026686,,,,,,,,,,,,,,,,,,
CHP1P3,CHP1,pseudogene,3,Approved,Xp22.13,,,,,,,,,,,,,,,,,,,
CHR39C,symbol,"withdrawn,",see,[HGNC:3636](/data/gene-symbol-report/#!/hgnc_id/HGNC:3636),Symbol,Withdrawn,Xq13-q21,,,,,,,,,,,,,,,,,
CHRDL1,chordin,like,1,Approved,MGC1,"NRLN1,",CHL,Xq23,AL049176,NM_145234,,,,,,,,,,,,,,
CHRFAM7AP1,CHRFAM7A,pseudogene,1,Approved,Yq11.23,NG_004755,,,,,,,,,,,,,,,,,,
CHRFAM7AP2,CHRFAM7A,pseudogene,2,Approved,Yq11.2,NG_002919,,,,,,,,,,,,,,,,,,
CHST7,carbohydrate,sulfotransferase,7,Approved,"C6ST-2,",C6ST2,Xp11.3,AB040711,NM_019886,,,,,,,,,,,,,,,
CHTF8P1,chromosome,transmission,fidelity,factor,8,pseudogene,1,Approved,CHTF8P,Xp11.3,,,,,,,,,,,,,,
CICP1,capicua,transcriptional,repressor,pseudogene,1,Approved,Yq11.23,NG_002935,,,,,,,,,,,,,,,,
CICP2,capicua,transcriptional,repressor,pseudogene,2,Approved,Yq11.23,NG_002934,,,,,,,,,,,,,,,,
CIDX,symbol,"withdrawn,",see,[HGNC:6010](/data/gene-symbol-report/#!/hgnc_id/HGNC:6010),Symbol,Withdrawn,X,,,,,,,,,,,,,,,,,
CITED1,Cbp/p300,interacting,transactivator,with,Glu/Asp,rich,carboxy-terminal,domain,1,Approved,MSG1,Xq13.1,U65092,NM_004143,,,,,,,,,,
CKS1BP6,CDC28,protein,kinase,regulatory,subunit,1B,pseudogene,6,Approved,Xp21.2,,,,,,,,,,,,,,
CLCN4,chloride,voltage-gated,channel,4,Approved,"CLC4,",ClC-4,Xp22.2,X77197,,,,,,,,,,,,,,,
CLCN5,chloride,voltage-gated,channel,5,Approved,"NPHL2,",NPHL1,"DENTS,","XLRH,","hClC-K2,","hCIC-K2,","CLC5,","XRN,",ClC-5,Xp11.23,X91906,,,,,,,,
CLDN2,claudin,2,Approved,Xq22.3,AK075405,,,,,,,,,,,,,,,,,,,
CLDN7P1,CLDN7,pseudogene,1,Approved,Xp11.4,NG_022591,,,,,,,,,,,,,,,,,,
CLDN34,claudin,34,Approved,Xp22.2,,,,,,,,,,,,,,,,,,,,
CLIC2,chloride,intracellular,channel,2,Approved,"XAP121,",CLCNL2,Xq28,AJ000217,NM_001289,,,,,,,,,,,,,,
CLIC4P3,chloride,intracellular,channel,4,pseudogene,3,Approved,Xp11.4,NG_022657,,,,,,,,,,,,,,,
CLS,symbol,"withdrawn,",see,[HGNC:10432](/data/gene-symbol-report/#!/hgnc_id/HGNC:10432),Symbol,Withdrawn,Xp22.2-p22.1,,,,,,,,,,,,,,,,,
CLTRN,"collectrin,",amino,acid,transport,regulator,Approved,TMEM27,NX17,Xp22.2,AF229179,NM_020665,,,,,,,,,,,,,
CLUHP1,clustered,mitochondria,homolog,pseudogene,1,Approved,KIAA0664P1,KIAA0664L1,Yq11.222,,,,,,,,,,,,,,,
CLUHP2,clustered,mitochondria,homolog,pseudogene,2,Approved,KIAA0664P2,KIAA0664L2,Yq11.222,NG_004636,,,,,,,,,,,,,,
CMC4,C-X9-C,motif,containing,4,Approved,"MTCP1,",MTCP1NB,"P8MTCP1,",p8,Xq28,NM_001018024.2,,,,,,,,,,,,,
CMR3A,"cardiomyopathy,",restrictive,3A,(X-linked),Entry,Withdrawn,X,,,,,,,,,,,,,,,,,
CMTX2,Charcot-Marie-Tooth,"neuropathy,",X-linked,2,(recessive),Entry,Withdrawn,Xp22,,,,,,,,,,,,,,,,
CMTX3,Charcot-Marie-Tooth,"neuropathy,",X-linked,3,(dominant),Entry,Withdrawn,X,,,,,,,,,,,,,,,,
CNEP1R1P1,CNEP1R1,pseudogene,1,Approved,Xq22.2,NG_030298,,,,,,,,,,,,,,,,,,
CNGA2,cyclic,nucleotide,gated,channel,subunit,alpha,2,Approved,"CNCA1,",CNCA,"CNG2,","OCNC1,","OCNCa,","OCNCALPHA,","OCNCalpha,",FLJ46312,Xq28,S76067,NM_005140,,,,,
CNKSR2,connector,enhancer,of,kinase,suppressor,of,Ras,2,Approved,"KIAA0902,","CNK2,",KSR2,Xp22.12,AB020709,NM_014927,,,,,,,,,
CNOT7P1,CCR4-NOT,transcription,complex,subunit,7,pseudogene,1,Approved,Xq13.1,,,,,,,,,,,,,,,
COBLP1,COBL,pseudogene,1,Approved,Xq24,NG_022694,,,,,,,,,,,,,,,,,,
COD1,symbol,"withdrawn,",see,[HGNC:10295](/data/gene-symbol-report/#!/hgnc_id/HGNC:10295),Symbol,Withdrawn,Xp11.4,,,,,,,,,,,,,,,,,
COD2,cone,dystrophy,2,(X-linked),Entry,Withdrawn,CORDX2,Xq27,,,,,,,,,,,,,,,,
COL4A5,collagen,type,IV,alpha,5,chain,Approved,"ASLN,",ATS,Xq22.3,M90464,,,,,,,,,,,,,
COL4A6,collagen,type,IV,alpha,6,chain,Approved,Xq22.3,U04845,,,,,,,,,,,,,,,
COPS8P1,COP9,signalosome,subunit,8,pseudogene,1,Approved,Xq21.2,,,,,,,,,,,,,,,,
CORO1CP1,CORO1C,pseudogene,1,Approved,Xq21.1,NG_026725,,,,,,,,,,,,,,,,,,
COX6CP12,cytochrome,c,oxidase,subunit,6C,pseudogene,12,Approved,Xq13.1,,,,,,,,,,,,,,,
COX7B,cytochrome,c,oxidase,subunit,7B,Approved,Xq21.1,Z14244,NM_001866,,,,,,,,,,,,,,,
CPSF1P2,CPSF1,pseudogene,2,Approved,Xp11.23,NG_026701,,,,,,,,,,,,,,,,,,
CPX,symbol,"withdrawn,",see,[HGNC:11600](/data/gene-symbol-report/#!/hgnc_id/HGNC:11600),Symbol,Withdrawn,CLPA,Xq21.3-q22,,,,,,,,,,,,,,,,
CPXCR1,CPX,chromosome,region,candidate,1,Approved,CT77,Xq21.31,AL031116,NM_033048,,,,,,,,,,,,,,
CRIPTO3,"cripto,",EGF-CFC,family,member,3,Approved,"TDGF3,",TDGF1P3,"TDGF2,","CR-3,",CRIPTO-3,Xq23,M96956,NR_002718,,,,,,,,,,
CRIPTOP1,CRIPTO,pseudogene,1,Approved,TDGF1P1,Xp11.4,NG_026672,,,,,,,,,,,,,,,,,
CRLF2,cytokine,receptor,like,factor,2,Approved,"CRL2,",TSLPR,Xp22.3,and,Yp11.3,AF142570,NM_022148,,,,,,,,,,,
CROCCP1,CROCC,pseudogene,1,Approved,CROCCP,Xq26.3,NG_009690,,,,,,,,,,,,,,,,,
CSAG1,chondrosarcoma,associated,gene,1,Approved,"CSAGE,",CT24.1,Xq28,AF268419,NM_153479,,,,,,,,,,,,,,
CSAG2,CSAG,family,member,2,Approved,CSAG3B,"TRAG3,",CT24.2,Xq28,AF080246,NM_001080848,,,,,,,,,,,,,
CSAG3,CSAG,family,member,3,Approved,CSAG3A,Xq28,BC007228,NM_203311,,,,,,,,,,,,,,,
CSAG3B,symbol,"withdrawn,",see,[HGNC:16847](/data/gene-symbol-report/#!/hgnc_id/HGNC:16847),Symbol,Withdrawn,CSAG3B,Xq28,,,,,,,,,,,,,,,,
CSAG4,CSAG,family,member,4,(pseudogene),Approved,Xq28,BC013171,,,,,,,,,,,,,,,,
CSF2RA,colony,stimulating,factor,2,receptor,subunit,alpha,Approved,CSF2R,"CD116,",alphaGMR,Xp22.32,and,Yp11.3,M64445,,,,,,,,,
CSGALNACT2P1,CSGALNACT2,pseudogene,1,Approved,Xq22.1,NG_021119,,,,,,,,,,,,,,,,,,
CSGALNACT2P2,CSGALNACT2,pseudogene,2,Approved,Xq22.3,,,,,,,,,,,,,,,,,,,
CSPG4P1Y,CSPG4,pseudogene,1,Y-linked,Approved,"CSPG4LYP1,",CSPG4P1,Yq11.23,AF332228,NR_001554,,,,,,,,,,,,,,
CSPG4P2Y,CSPG4,pseudogene,2,Y-linked,Approved,"CSPG4LYP2,",CSPG4P2,Yq11.23,NR_002194,,,,,,,,,,,,,,,
CSPG4P3Y,CSPG4,pseudogene,3,Y-linked,Approved,"CSPG4P3,",CSPG4P6Y,Yq11.23,,,,,,,,,,,,,,,,
CSPG4P4Y,CSPG4,pseudogene,4,Y-linked,Approved,"CSPG4P4,",CSPG4P7Y,Yq11.23,,,,,,,,,,,,,,,,
CSPG4P6Y,symbol,"withdrawn,",see,[HGNC:38111](/data/gene-symbol-report/#!/hgnc_id/HGNC:38111),Symbol,Withdrawn,Yq11.23,,,,,,,,,,,,,,,,,
CSTF2,cleavage,stimulation,factor,subunit,2,Approved,CstF-64,Xq22.1,BC017712,NM_001325,,,,,,,,,,,,,,
CT45A1,cancer/testis,antigen,family,45,member,A1,Approved,"CT45-1,",CT45.1,Xq26.3,AY743709,NM_001017417,,,,,,,,,,,,
CT45A2,cancer/testis,antigen,family,45,member,A2,Approved,"CT45-2,",CT45.2,Xq26.3,AY743710,NM_152582,,,,,,,,,,,,
CT45A3,cancer/testis,antigen,family,45,member,A3,Approved,CT45A4,"CT45-3,","CT45.3,","CT45-4,",CT45.4,Xq26.3,AY743711,NM_001017435,,,,,,,,,
CT45A4,symbol,"withdrawn,",see,[HGNC:33268](/data/gene-symbol-report/#!/hgnc_id/HGNC:33268),Symbol,Withdrawn,"CT45-4,",CT45.4,Xq26.3,not,on,reference,assembly,,,,,,,,,,,
CT45A5,cancer/testis,antigen,family,45,member,A5,Approved,"CT45-5,",CT45.5,Xq26.3,AY743713,NM_001007551,,,,,,,,,,,,
CT45A6,cancer/testis,antigen,family,45,member,A6,Approved,"CT45-6,",CT45.6,Xq26.3,AY743714,NM_001017438,,,,,,,,,,,,
CT45A7,cancer/testis,antigen,family,45,member,A7,Approved,Xq26.3,,,,,,,,,,,,,,,,
CT45A8,cancer/testis,antigen,family,45,member,A8,Approved,Xq26.3,,,,,,,,,,,,,,,,
CT45A9,cancer/testis,antigen,family,45,member,A9,Approved,Xq26.3,,,,,,,,,,,,,,,,
CT45A10,cancer/testis,antigen,family,45,member,A10,Approved,Xq26.3,,,,,,,,,,,,,,,,
CT45A11P,cancer/testis,antigen,family,45,member,"A11,",pseudogene,Approved,Xq26.3,,,,,,,,,,,,,,,
CT47A1,cancer/testis,antigen,family,47,member,A1,Approved,CT47.1,Xq24,NM_001080146,,,,,,,,,,,,,,
CT47A2,cancer/testis,antigen,family,47,member,A2,Approved,CT47.2,Xq24,NM_001080145,,,,,,,,,,,,,,
CT47A3,cancer/testis,antigen,family,47,member,A3,Approved,CT47.3,Xq24,NM_001080144,,,,,,,,,,,,,,
CT47A4,cancer/testis,antigen,family,47,member,A4,Approved,CT47.4,Xq24,NM_001080143,,,,,,,,,,,,,,
CT47A5,cancer/testis,antigen,family,47,member,A5,Approved,CT47.5,Xq24,NM_001080142,,,,,,,,,,,,,,
CT47A6,cancer/testis,antigen,family,47,member,A6,Approved,CT47.6,Xq24,NM_001080141,,,,,,,,,,,,,,
CT47A7,cancer/testis,antigen,family,47,member,A7,Approved,CT47.7,Xq24,NM_001080140,,,,,,,,,,,,,,
CT47A8,cancer/testis,antigen,family,47,member,A8,Approved,CT47.8,Xq24,NM_001080139,,,,,,,,,,,,,,
CT47A9,cancer/testis,antigen,family,47,member,A9,Approved,CT47.9,Xq24,NM_001080138,,,,,,,,,,,,,,
CT47A10,cancer/testis,antigen,family,47,member,A10,Approved,CT47.10,Xq24,NM_001080137,,,,,,,,,,,,,,
CT47A11,cancer/testis,antigen,family,47,member,A11,Approved,CT47.11,Xq24,NM_173571,,,,,,,,,,,,,,
CT47A12,cancer/testis,antigen,family,47,member,A12,Approved,CT47.12,Xq24,,,,,,,,,,,,,,,
CT47B1,cancer/testis,antigen,family,47,member,B1,Approved,CT47.13,Xq24,NM_001145718,,,,,,,,,,,,,,
CT47C1,cancer/testis,antigen,family,47,member,C1,Approved,Xq24,,,,,,,,,,,,,,,,
CT55,cancer/testis,antigen,55,Approved,CXorf48,FLJ20527,Xq26.3,AF520814,NM_017863,,,,,,,,,,,,,,,
CT83,cancer/testis,antigen,83,Approved,CXorf61,"KK-LC-1,","FLJ20611,",FLJ22913,Xq23,BC062223,NM_001017978,,,,,,,,,,,,,
CTAG1A,cancer/testis,antigen,1A,Approved,"LAGE2A,",ESO1,Xq28,NM_139250,,,,,,,,,,,,,,,,
CTAG1B,cancer/testis,antigen,1B,Approved,"CTAG,",CTAG1,"NY-ESO-1,","LAGE2B,","LAGE2A,","ESO1,",CT6.1,Xq28,U87459,NM_001327,,,,,,,,,,
CTAG2,cancer/testis,antigen,2,Approved,"LAGE-1,","CAMEL,","LAGE1,","ESO2,","MGC3803,","MGC138724,","CT6.2a,","CT6.2b,","LAGE-1a,",LAGE-1b,Xq28,AJ012833,NM_020994,,,,,,,
CTBP2P1,CTBP2,pseudogene,1,Approved,Yq12,NG_002808,,,,,,,,,,,,,,,,,,
CTDSPL2P1,CTDSPL2,pseudogene,1,Approved,Xq22.1,NG_022626,,,,,,,,,,,,,,,,,,
CTDSPL2P2,CTDSPL2,pseudogene,2,Approved,Xq22.3,NG_022687,,,,,,,,,,,,,,,,,,
CTHRC1P1,collagen,triple,helix,repeat,containing,1,pseudogene,1,Approved,Xq21.1,,,,,,,,,,,,,,
CTNNBL1P1,CTNNBL1,pseudogene,1,Approved,Xp11.3,NG_022597,,,,,,,,,,,,,,,,,,
CTPS2,CTP,synthase,2,Approved,GATD5B,Xp22.2,AF086422,NM_019857,,,,,,,,,,,,,,,,
CUL4B,cullin,4B,Approved,Xq24,U58091,NM_003588,,,,,,,,,,,,,,,,,,
CXCR3,C-X-C,motif,chemokine,receptor,3,Approved,GPR9,"CKR-L2,","CMKAR3,","IP10-R,","MigR,",CD183,Xq13.1,U32674,,,,,,,,,,
CXorf3,symbol,"withdrawn,",see,[HGNC:19073](/data/gene-symbol-report/#!/hgnc_id/HGNC:19073),Symbol,Withdrawn,Xq24-q25,,,,,,,,,,,,,,,,,
CXorf5,symbol,"withdrawn,",see,[HGNC:2567](/data/gene-symbol-report/#!/hgnc_id/HGNC:2567),Symbol,Withdrawn,Xp22.3-p22.2,,,,,,,,,,,,,,,,,
CXorf10,symbol,"withdrawn,",see,[HGNC:25657](/data/gene-symbol-report/#!/hgnc_id/HGNC:25657),Symbol,Withdrawn,CXorf10,Xq26,,,,,,,,,,,,,,,,
CXorf22,symbol,"withdrawn,",see,[HGNC:26708](/data/gene-symbol-report/#!/hgnc_id/HGNC:26708),Symbol,Withdrawn,MGC34831,Xp21.1,,,,,,,,,,,,,,,,
CXorf30,symbol,"withdrawn,",see,[HGNC:26708](/data/gene-symbol-report/#!/hgnc_id/HGNC:26708),Symbol,Withdrawn,Xp21.1,,,,,,,,,,,,,,,,,
CXorf35,symbol,"withdrawn,",see,[HGNC:28615](/data/gene-symbol-report/#!/hgnc_id/HGNC:28615),Symbol,Withdrawn,Xq22.1,,,,,,,,,,,,,,,,,
CXorf38,chromosome,X,open,reading,frame,38,Approved,MGC39350,Xp11.4,AL832829,NM_144970,,,,,,,,,,,,,
CXorf45,symbol,"withdrawn,",see,[HGNC:30881](/data/gene-symbol-report/#!/hgnc_id/HGNC:30881),Symbol,Withdrawn,CXorf45,FLJ23018,Xq23,,,,,,,,,,,,,,,
CXorf49,chromosome,X,open,reading,frame,49,Approved,Xq13.1,BE731937,NM_001145140,,,,,,,,,,,,,,
CXorf49B,chromosome,X,open,reading,frame,49B,Approved,Xq13.1,BE731937,NM_001145139,,,,,,,,,,,,,,
CXorf51A,chromosome,X,open,reading,frame,51A,Approved,CXorf51,Xq27.3,AA723770,NM_001144064,,,,,,,,,,,,,
CXorf51B,chromosome,X,open,reading,frame,51B,Approved,Xq27.3,NM_001244892,,,,,,,,,,,,,,,
CXorf58,chromosome,X,open,reading,frame,58,Approved,FLJ25444,Xp22.11,AK058173,NM_152761,,,,,,,,,,,,,
CXorf65,chromosome,X,open,reading,frame,65,Approved,Xq13.1,BC144434,NM_001025265,,,,,,,,,,,,,,
CXorf66,chromosome,X,open,reading,frame,66,Approved,"RP11-35F15.2,",SGPX,Xq27.1,NM_001013403,,,,,,,,,,,,,
CXXC1P1,CXXC,finger,protein,1,pseudogene,1,Approved,"CXorf25,",NCRNA00236,FLJ36789,Xp11.23,AK094108,,,,,,,,,,,,
CXYorf12,symbol,"withdrawn,",see,[HGNC:7083](/data/gene-symbol-report/#!/hgnc_id/HGNC:7083),Symbol,Withdrawn,Xp22.33,and,Yp11.31,,,,,,,,,,,,,,,
CYB5AP1,cytochrome,b5,type,A,pseudogene,1,Entry,Withdrawn,CYB5P1,X,,,,,,,,,,,,,,
CYBB,cytochrome,b-245,beta,chain,Approved,CGD,"GP91-PHOX,",NOX2,Xp21.1-p11.4,X04011,,,,,,,,,,,,,,
CYCSP43,CYCS,pseudogene,43,Approved,HCP43,Xq13.1,AF533204,NG_002992,,,,,,,,,,,,,,,,
CYCSP44,CYCS,pseudogene,44,Approved,HCP44,Xq27.3,AF533205,NG_002993,,,,,,,,,,,,,,,,
CYCSP45,CYCS,pseudogene,45,Approved,HCP45,Xq28,AF533206,NG_002994,,,,,,,,,,,,,,,,
CYCSP46,CYCS,pseudogene,46,Approved,"HCP46,",HCP47,Yq11.221,AF533208,NG_002926,,,,,,,,,,,,,,,
CYCSP48,CYCS,pseudogene,48,Approved,HCP48,Yq11.23,AF533209,NG_002995,,,,,,,,,,,,,,,,
CYCSP49,CYCS,pseudogene,49,Approved,CYCSP54,HCP49,Yq11.23,AF533210,NG_002999,,,,,,,,,,,,,,,
CYCSP54,symbol,"withdrawn,",see,[HGNC:23943](/data/gene-symbol-report/#!/hgnc_id/HGNC:23943),Symbol,Withdrawn,Yq11.223,,,,,,,,,,,,,,,,,
CYLC1,cylicin,1,Approved,Xq21.1,Z22780,NM_021118,,,,,,,,,,,,,,,,,,
CYorf15B,symbol,"withdrawn,",see,[HGNC:18473](/data/gene-symbol-report/#!/hgnc_id/HGNC:18473),Symbol,Withdrawn,Yq11.221,,,,,,,,,,,,,,,,,
CYP2C64P,cytochrome,P450,family,2,subfamily,C,member,"64,",pseudogene,Approved,CYP2C-se4[1],Xq28,,,,,,,,,,,,
CYSLTR1,cysteinyl,leukotriene,receptor,1,Approved,"CysLT1,","CysLT(1),",CYSLT1R,Xq21.1,AF119711,,,,,,,,,,,,,,
CYTH1P1,CYTH1,pseudogene,1,Approved,Xp22.11,NG_026803,,,,,,,,,,,,,,,,,,
DACH2,dachshund,family,transcription,factor,2,Approved,Xq21.2,AF428101,NM_053281,,,,,,,,,,,,,,,
DANT1,DXZ4,associated,non-coding,transcript,"1,",proximal,Approved,Xq23,CD173052,NR_147172,,,,,,,,,,,,,,
DANT2,DXZ4,associated,non-coding,transcript,"2,",distal,Approved,Xq23,NR_132337,,,,,,,,,,,,,,,
DAZ1,deleted,in,azoospermia,1,Approved,DAZ,SPGY,Yq11.223,NM_004081,,,,,,,,,,,,,,,
DAZ2,deleted,in,azoospermia,2,Approved,"pDP1678,",MGC126442,Yq11.223,AF248480,NM_020363,,,,,,,,,,,,,,
DAZ3,deleted,in,azoospermia,3,Approved,Yq11.23,AF248481,NM_020364,,,,,,,,,,,,,,,,
DAZ4,deleted,in,azoospermia,4,Approved,Yq11.23,AF248482,NM_001005375,,,,,,,,,,,,,,,,
DCAF8L1,DDB1,and,CUL4,associated,factor,8,like,1,Approved,WDR42B,Xp21.3,NM_001017930,,,,,,,,,,,,
DCAF8L2,DDB1,and,CUL4,associated,factor,8,like,2,Approved,WDR42C,Xp21.3,NM_001353448,,,,,,,,,,,,
DCAF12L1,DDB1,and,CUL4,associated,factor,12,like,1,Approved,WDR40B,KIAA1892L,Xq25,BC035674,NM_178470,,,,,,,,,,
DCAF12L2,DDB1,and,CUL4,associated,factor,12,like,2,Approved,WDR40C,Xq25,AL445072,NM_001013628,,,,,,,,,,,
DCX,doublecortin,Approved,"SCLH,","DC,","LISX,","DBCN,",XLIS,Xq23,AF040254,NM_178153,,,,,,,,,,,,,,
DDX3P1,DEAD-box,helicase,3,pseudogene,1,Approved,DDX3YP1,Xq13.2,NG_022674,,,,,,,,,,,,,,,
DDX3P2,DEAD-box,helicase,3,pseudogene,2,Approved,DDX3YP2,Xq13.2,,,,,,,,,,,,,,,,
